id,Description_Translated
3559,"Name: Rug with panel “Wonderful Lake”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3560,"Name: Roller-walker with balls Battat
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes, Learning to crawl/walk, Toys,"
3561,"Name: Chicco gurney “First steps”
Main_Category: Gurneys
Remaining_Categories: Sorters, Toys,"
3562,"Name: Wooden swing for DSK “Early Start”
Main_Category: Sports complexes
Remaining_Categories: Exercise machines and gaming complexes,"
3563,"Name: Rocking chair “Naughty horse”
Main_Category: Swings and rocking chairs
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3564,"Name: Rocking chair “Perky Horse”, Jolly Ride
Main_Category: No_translation"
3565,"Name: Cute Rider ""Cat""
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3566,"Name: Rocking chair Little tikes “Police”
Main_Category: Swings and rocking chairs
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3567,"Name: Stroller UPPAbaby MINU 2018
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3568,"Name: Cute Rider ""Panda""
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3569,"Name: Chicco Keyfit Caddy
Main_Category: Car seats
Remaining_Categories: Walks and travel,"
3570,"Name: Magnetic construction set for kids Grippies 20 children.
Main_Category: Constructors
Remaining_Categories: Toys,"
3571,"Name: Wooden gymnastic rings KIDWOOD
Main_Category: Sports complexes
Remaining_Categories: Exercise machines and gaming complexes,"
3572,"Name: Chicco Next2Me cot
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3573,"Name: Magnetic construction set for kids Reflections 29 children.
Main_Category: Constructors
Remaining_Categories: Toys,"
3574,"Name: Magnetic construction set for kids Links 16 children.
Main_Category: Constructors
Remaining_Categories: Toys,"
3575,"Name: Kitchen Mini-Tefal Cheftronic
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3576,"Name: Double stroller Maclaren Twin Triumph
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3577,"Name: Constructor IO Blocks ® 59 parts
Main_Category: Constructors
Remaining_Categories: Toys,"
3578,"Name: BabyBjorn Balance Soft Air Lounge Chair
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3579,"Name: Electronic kitchen Smoby Tefal Studio Bubble
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3580,"Name: Chicco Lite Way Top Stroller
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3581,"Name: BabyBjorn Bliss Cotton lounge chair
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3582,"Name: 2-in-1 convertible stroller Chicco Urban Plus
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3583,"Name: Stroller Pliko Mini
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3584,"Name: Magnetic construction set PowerClix® Solids 24 pieces.
Main_Category: Constructors
Remaining_Categories: Toys,"
3585,"Name: Indoor swing-carousel ELC
Main_Category: Swings and rocking chairs
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes, Toys, Outdoor games,"
3586,"Name: Electronic kitchen Tefal Studio
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3587,"Name: Compact warming mattress ""Beige""
Main_Category: No_translation"
3588,"Name: Interactive cube Play and Learn
Main_Category: Multicenters
Remaining_Categories: Robots and interactive toys, Toys,"
3589,"Name: Magnetic construction set for kids Stackers 16 children.
Main_Category: Constructors
Remaining_Categories: Toys,"
3590,"Name: Stroller Chicco SimpliCity Plus Top
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3591,"Name: Magnetic construction set for kids Curves 30 children.
Main_Category: Constructors
Remaining_Categories: Toys,"
3592,"Name: Playpen bed Hauck Dream’n’Play Go Plus NEW
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3593,"Name: Supermarket store with cart
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3594,"Name: Massage roller board for DSK “Early Start”
Main_Category: Sports complexes
Remaining_Categories: Exercise machines and gaming complexes,"
3595,"Name: 3-in-1 bouncer cradle
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep, Sun loungers and cradles,"
3596,"Name: Logical toy ""Rainbow wheels""
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3597,"Name: Educational table “Walk around the city”
Main_Category: Educational tables
Remaining_Categories: Toys,"
3598,"Name: Playpen Safety 1st Dreams
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3599,"Name: Playpen Chicco Open
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3600,"Name: Maracas 3-in-1 “Growing Together”
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3601,"Name: Dolce Bambino Cocon mattress
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3602,"Name: Drilling machine with handle Range Rover Sport
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3603,"Name: Lightweight stroller Chicco Ohlala
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3604,"Name: Playpen bed Hauck Dream’n’Play NEW
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3605,"Name: Rolling machine ELC 2-in-1
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3606,"Name: Hauck Sleep'n Play Center
Main_Category: Playpens and cribs"
3607,"Name: Kitchen Bon Appetit
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3608,"Name: Playpen bed Capella Best Friends
Main_Category: Playpens and cribs"
3609,"Name: Playpen Babyton
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3610,"Name: Labyrinth with beads
Main_Category: No_translation"
3611,"Name: Fire truck with Battat lift
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3612,"Name: Felice educational mat “Magic Oak”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3614,"Name: 5-in-1 educational mat “Dreams of Africa”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3615,"Name: Animal cars
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3616,"Name: Multifunctional “Forest Spiral”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3617,"Name: Mobile ""Friends from the rainforest"" (elephant)
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3618,"Name: Mini track with cars, Fisher Price
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3619,"Name: Mobile ""Friends from the rainforest"" (parrot)
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3620,"Name: Flyer 500 slide car
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3621,"Name: Porsche car
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3622,"Name: Lamborghini Urus, Rastar
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3623,"Name: Musical toy “Unicorn”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3624,"Name: Billy Big Wheels Car
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3625,"Name: Mobile “Magic Stars”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3626,"Name: Punching machine Porsche 911 turbo S, Rastar
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3627,"Name: Motorcycle-runner NEOMOTO 3.0 COOL
Main_Category: Balance bikes
Remaining_Categories: Children's transport, Tolokars and Gurneys,"
3628,"Name: Multifunctional rocket
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Musical toys, Toys, Farms and cabins,"
3629,"Name: Mobile Tiny Love “Forest Serenades”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3630,"Name: Mobile kitchen with accessories
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3631,"Name: Mini cinema CINEMOOD
Main_Category: No_translation"
3632,"Name: Punching machine Mercedes-Benz SLS AMG
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3633,"Name: Ferrari 458 Speciale, Rastar
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3634,"Name: Car Big Bobby Benz SLS AMG
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3635,"Name: Multifunctional mobile ""Boom-Box""
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3636,"Name: Walking machine
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3637,"Name: Battat Music Farm
Main_Category: Farms and cabins
Remaining_Categories: Musical toys, Toys,"
3638,"Name: Mobile Tiny Love “Magic Lamp”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3639,"Name: My first kitchen
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3640,"Name: Musical dog ""Fred"" Catch up with me""
Main_Category: Learning to crawl/walk
Remaining_Categories: Musical toys, Toys,"
3641,"Name: Musical ride ""Locomotive""
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3642,"Name: Fisher-Price Rainforest Mobile
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3643,"Name: Musical walkers
Main_Category: Gurneys
Remaining_Categories: Exercise machines and gaming complexes,"
3644,"Name: Musical walkers 3 in 1 “Lion Cub”
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport, Exercise machines and gaming complexes, Gurneys,"
3645,"Name: Music track
Main_Category: Musical toys
Remaining_Categories: Toys,"
3646,"Name: Musical toy “Piano DJ Mixer”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3647,"Name: Yookidoo Musical Duck
Main_Category: Learning to crawl/walk
Remaining_Categories: Musical toys, Toys,"
3648,"Name: Musical drum 2-in-1 Fisher Price
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3649,"Name: My first ELC trampoline
Main_Category: Trampolines
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3650,"Name: Musical spinning top “Magic fish”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3651,"Name: My first English-Russian dictionary Vtech
Main_Category: Musical toys
Remaining_Categories: Toys,"
3652,"Name: Musical installation with chair
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3653,"Name: Musical drum “Knock and Laugh”
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3654,"Name: Musical Snail Yookidoo
Main_Category: Learning to crawl/walk
Remaining_Categories: Musical toys, Toys,"
3655,"Name: Mobile TOMY “Winnie the Pooh and his friends”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3656,"Name: Mobile “Island of Sweet Dreams”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3657,"Name: Starfish with a musical slide
Main_Category: Musical toys
Remaining_Categories: Toys,"
3658,"Name: Music table Weina
Main_Category: Educational tables
Remaining_Categories: Toys,"
3659,"Name: Night light-projector “First Dreams”
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3660,"Name: Little Tikes Young Gardener Set
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3661,"Name: Science Puppy Music Player
Main_Category: Musical toys
Remaining_Categories: Toys,"
3662,"Name: Musical rug “First steps”
Main_Category: No_translation"
3663,"Name: Set of toys for girls
Main_Category: No_translation"
3664,"Name: Music sorter
Main_Category: Sorters
Remaining_Categories: Toys,"
3665,"Name: Set of educational lacing Count the fruits
Main_Category: Toys
Remaining_Categories: Constructors,"
3666,"Name: Developmental set Beehive Lacing lacing Beehive
Main_Category: Constructors
Remaining_Categories: Toys,"
3667,"Name: Musical night light with projector Maman RN-24
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3668,"Name: Musical sorter “Minibus”
Main_Category: Sorters
Remaining_Categories: Musical toys, Toys, Cars, steering wheels and garages,"
3669,"Name: Musical train with alphabet
Main_Category: Gurneys
Remaining_Categories: Children's transport, Musical toys, Toys,"
3670,"Name: Multi-drum “Frog”
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3671,"Name: Monkey on rings
Main_Category: Learning to crawl/walk
Remaining_Categories: Toys,"
3672,"Name: Music table ABC
Main_Category: Educational tables
Remaining_Categories: Toys,"
3673,"Name: Musical table “Learn while smiling”
Main_Category: Educational tables
Remaining_Categories: Toys,"
3674,"Name: Training ball rotating VTech
Main_Category: Musical toys
Remaining_Categories: Toys,"
3675,"Name: Soft gurney “Dragon”
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3676,"Name: Chicco ""MonKey Strike"" bowling set
Main_Category: Outdoor games
Remaining_Categories: Toys,"
3677,"Name: Set of toys for boys
Main_Category: No_translation"
3678,"Name: Musical hippopotamus on a catamaran
Main_Category: Bath toys
Remaining_Categories: Musical toys, Toys,"
3679,"Name: K's Kids Training Boots
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3680,"Name: Musical educational table “Giraffe”
Main_Category: Educational tables
Remaining_Categories: Toys,"
3681,"Name: Construction set ""Lunch to go"" Mega Blocks
Main_Category: Constructors
Remaining_Categories: Toys, Role-playing toys,"
3682,"Name: Winnie's learning tree
Main_Category: Musical toys
Remaining_Categories: Toys, Farms and cabins,"
3683,"Name: Educational elephant with Vtech balls
Main_Category: No_translation"
3684,"Name: Learner Puppy Training Panel, Smart Stages
Main_Category: No_translation"
3685,"Name: Piano “Merry Garden”
Main_Category: Musical instruments
Remaining_Categories: Musical toys, Toys,"
3686,"Name: Educational book “Learning the alphabet”
Main_Category: No_translation"
3687,"Name: Tent with tunnel ""Unicorn""
Main_Category: Houses and tents
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3688,"Name: Educational book ""Learning nursery rhymes"" Fisher Price
Main_Category: Musical toys
Remaining_Categories: Toys,"
3689,"Name: Engine with baby elephant
Main_Category: Musical toys
Remaining_Categories: Toys, Cars, steering wheels and garages,"
3690,"Name: Vtech Learning Railway
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3691,"Name: Piano with animals on a swing
Main_Category: Musical instruments"
3692,"Name: Portable kitchen ""Chicken""
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3693,"Name: Fire truck Jumbo with figures
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3694,"Name: Pirate ship ELC
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys, Farms and cabins,"
3695,"Name: Tent ""Berry""
Main_Category: Houses and tents
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3696,"Name: Fisher Price Science Puppy Train
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Musical toys, Toys,"
3697,"Name: Portable Bouncer
Main_Category: Sun loungers and cradles
Remaining_Categories: Room and sleep,"
3698,"Name: Vtech Educational Globe
Main_Category: Musical toys
Remaining_Categories: Robots and interactive toys, Toys,"
3699,"Name: Training pony
Main_Category: Learning to crawl/walk
Remaining_Categories: Sorters, Musical toys, Toys,"
3700,"Name: Educational scooter, Smart stages
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3701,"Name: ""Jeff the Dog"" pendant for the crib
Main_Category: Mobiles and night lights
Remaining_Categories: Room and sleep,"
3702,"Name: Educational table “Giraffe”
Main_Category: Educational tables
Remaining_Categories: Toys,"
3703,"Name: Portable cradle ""Cocoon""
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep, Sun loungers and cradles,"
3704,"Name: Pelican “Go, baby, go!”
Main_Category: Learning to crawl/walk
Remaining_Categories: Toys,"
3705,"Name: Educational globe with Smart Stages technology
Main_Category: Musical toys
Remaining_Categories: Robots and interactive toys, Toys,"
3706,"Name: Smart Stages Educational Laptop
Main_Category: No_translation"
3707,"Name: Babalo stroller
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3708,"Name: Portable baby bath
Main_Category: Everything for swimming"
3709,"Name: Piano Puppy ""Laugh and Learn""
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3710,"Name: Pendant “Jeff the Dog” spiral
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3711,"Name: Stroller Happy Baby Cindy
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3712,"Name: Piano PlayGo
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3713,"Name: Safety1st CompaCity stroller
Main_Category: Strollers"
3714,"Name: Stroller YoYa Plus
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3715,"Name: Hanging “Juliet the Caterpillar” for the stroller
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3716,"Name: Fruit and vegetable counter, Smart Stages
Main_Category: Sorters
Remaining_Categories: Musical toys, Toys, Role-playing toys,"
3717,"Name: Port with harbor Viking City
Main_Category: Farms and cabins"
3718,"Name: Mytrax Joie 2-in-1 Stroller
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3719,"Name: Stroller Happy Baby Colibri
Main_Category: No_translation"
3720,"Name: Pyramid “Dog”
Main_Category: No_translation"
3721,"Name: Stroller FD-Design Ping Diamond SE
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3722,"Name: Stroller Chicco Multiway Red
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3723,"Name: Parrot ""I walk and repeat""
Main_Category: Robots and interactive toys"
3724,"Name: Laugh and Learn tablet, Smart stages
Main_Category: Musical toys
Remaining_Categories: Toys,"
3725,"Name: Stroller Chicco Active3
Main_Category: Strollers"
3726,"Name: Portable rug ""Forest paths""
Main_Category: No_translation"
3727,"Name: Portable rug ""Little Babies""
Main_Category: Educational mats"
3728,"Name: Pilsan fire truck
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3729,"Name: Piano with bouncing balls
Main_Category: Musical instruments"
3730,"Name: Stroller Snap4 Valco Baby
Main_Category: Strollers"
3731,"Name: Puppy racing area, Smart stages
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3732,"Name: Pirate ship Kiddieland
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys, Farms and cabins,"
3733,"Name: Fire truck SUPER JUMBO
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3734,"Name: Babyton Ultra Stroller
Main_Category: Strollers"
3735,"Name: Educational toy ""Autotrack"" Vtech
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3736,"Name: Fisher Price collapsible snail
Main_Category: Sorters
Remaining_Categories: Toys,"
3737,"Name: Educational toy “Musical Train”
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Musical toys, Toys,"
3738,"Name: Educational toy “Little Friends”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3739,"Name: Educational toy “Little Driver”
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3740,"Name: Baby monitor Motorola MBP161Timer
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep, Walks and travel,"
3741,"Name: Developmental board “Basic skills”
Main_Category: Busy boards and busy houses
Remaining_Categories: Toys,"
3742,"Name: Baby monitor Motorola MBP16
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep, Walks and travel,"
3743,"Name: Stroller YoYa Plus Max (2020)
Main_Category: No_translation"
3744,"Name: Educational toy “Board with locks”
Main_Category: Busy boards and busy houses
Remaining_Categories: Toys,"
3745,"Name: Educational toy ""Safari Park""
Main_Category: Musical toys
Remaining_Categories: Toys,"
3746,"Name: Stroller YoYa Plus Pro
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3747,"Name: Baby monitor Maman RD-2810
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep, Walks and travel,"
3748,"Name: Jumpers ""Jungle""
Main_Category: Jumpers
Remaining_Categories: Exercise machines and gaming complexes,"
3749,"Name: Educational toy ""Noah's Ark""
Main_Category: Sorters
Remaining_Categories: Toys,"
3750,"Name: Educational toy “Fun Car Park”
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3751,"Name: Stroller YoYa Skillmax
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3752,"Name: Baby monitor Philips Avent SCD 501
Main_Category: Video baby monitors and baby monitors
Remaining_Categories: Room and sleep, Walks and travel,"
3753,"Name: Educational toy ""Octopus""
Main_Category: Bath toys
Remaining_Categories: Musical toys, Toys,"
3754,"Name: Educational toy “Funny Cow”
Main_Category: No_translation"
3755,"Name: Mega Blocks food truck
Main_Category: Role-playing toys
Remaining_Categories: Toys,"
3756,"Name: Pushkar ""Funny skating""
Main_Category: Tolokars and Gurneys
Remaining_Categories: Children's transport,"
3757,"Name: Educational toy “Entertaining house”
Main_Category: Farms and cabins
Remaining_Categories: Toys,"
3758,"Name: Educational toy “Playful puppy”
Main_Category: No_translation"
3759,"Name: Jumpers “My Pets”
Main_Category: Jumpers
Remaining_Categories: Exercise machines and gaming complexes,"
3760,"Name: Educational toy “Musical fruits”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3761,"Name: Educational mat “Pink little car”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3762,"Name: Educational mat “Piano”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3763,"Name: Educational toy “Elephant”
Main_Category: No_translation"
3764,"Name: Educational pyramid with balls
Main_Category: No_translation"
3765,"Name: Educational mat “Fun Giraffe”
Main_Category: Educational mats
Remaining_Categories: Room and sleep,"
3766,"Name: Educational toy “Floating turtle”
Main_Category: Bath toys
Remaining_Categories: Toys,"
3767,"Name: Educational gaming table blue
Main_Category: No_translation"
3768,"Name: Educational toy “Piano Rock Band”
Main_Category: Musical instruments
Remaining_Categories: Musical toys, Toys,"
3769,"Name: Educational rug ""Jungle""
Main_Category: No_translation"
3770,"Name: Educational mat “My little lion”
Main_Category: Educational mats
Remaining_Categories: Toys,"
3771,"Name: Educational mat “First playground”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3772,"Name: Educational toy “Monkey in a Barrel”
Main_Category: Musical toys
Remaining_Categories: Toys,"
3773,"Name: Educational pyramid “Fun Sandwich”
Main_Category: No_translation"
3774,"Name: Educational mat “Caterpillar”
Main_Category: No_translation"
3775,"Name: Educational mat “Zoo”
Main_Category: Educational mats
Remaining_Categories: Room and sleep,"
3776,"Name: Educational mat “Symphony of Space”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3777,"Name: Educational game center 3-in-1 “Jungle”
Main_Category: Jumpers
Remaining_Categories: Exercise machines and gaming complexes,"
3778,"Name: Educational rug “Symphony in the Pond”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3779,"Name: Educational mat ""Africa""
Main_Category: Educational mats
Remaining_Categories: Toys,"
3780,"Name: Educational mat “Animal Friends”
Main_Category: No_translation"
3781,"Name: Educational toy made of wood 5-in-1
Main_Category: Multicenters
Remaining_Categories: Toys,"
3782,"Name: Educational toy “Farm Yard”
Main_Category: Farms and cabins
Remaining_Categories: Musical toys, Toys,"
3783,"Name: Educational toy Scientist Puppy Phone
Main_Category: No_translation"
3784,"Name: Educational mat “My little elephant”
Main_Category: Educational mats
Remaining_Categories: Room and sleep,"
3785,"Name: Educational toy “Young mechanic”
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3786,"Name: Educational mat “Forest Lake”
Main_Category: No_translation"
3787,"Name: Educational mat “Soap Bubbles”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3788,"Name: Educational mat “City Safari”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3789,"Name: Roller track (32 rollers)
Main_Category: Sports complexes"
3790,"Name: Backpack for pool and beach Bubble fish
Main_Category: Suitcases and backpacks
Remaining_Categories: Walks and travel,"
3791,"Name: ELC rocket
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Musical toys, Toys, Farms and cabins,"
3792,"Name: Backpack Babybjorn Original
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
3793,"Name: Developmental multicenter ""Active box""
Main_Category: Multicenters
Remaining_Categories: Musical toys, Toys,"
3794,"Name: Scooter Y-Bike Glider XL Maxi
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3795,"Name: Scooter MID7
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3796,"Name: Руль «Бип-Бип!» ND
Main_Category: No_translation"
3797,"Name: Developmental center ""Musical House""
Main_Category: Musical toys
Remaining_Categories: Toys, Farms and cabins,"
3798,"Name: Backpack for pool and beach Lobster
Main_Category: Suitcases and backpacks
Remaining_Categories: Walks and travel,"
3799,"Name: Wheelchair for play stroller ELC
Main_Category: Strollers
Remaining_Categories: Walks and travel,"
3800,"Name: Developmental center ""Magic House""
Main_Category: Houses and tents
Remaining_Categories: Everything for the holiday, Exercise machines and gaming complexes,"
3801,"Name: Educational table Forest Activity Imaginarium
Main_Category: Educational tables"
3802,"Name: Knight's Castle ELC
Main_Category: Farms and cabins
Remaining_Categories: Toys,"
3803,"Name: Dump truck MIGHTY
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3804,"Name: Developmental center 5 in 1
Main_Category: No_translation"
3805,"Name: Rock guitar Weina
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3806,"Name: Grand piano with chair Weina
Main_Category: Musical instruments"
3807,"Name: Developmental center ""Funny driving""
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3808,"Name: Backpack carrier Todbi Hidden 360
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
3809,"Name: Growing highchair Kid-Fix
Main_Category: High chairs
Remaining_Categories: Room and sleep,"
3810,"Name: Scooter OXELO B1
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3811,"Name: Robot Beebo, Fisher Price
Main_Category: Robots and interactive toys
Remaining_Categories: Musical toys, Toys, Interactive toys and robots,"
3812,"Name: Steering wheel “You drive!”
Main_Category: Cars, steering wheels and garages"
3813,"Name: Educational mat “Country of Robots”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3814,"Name: Pyramid sorter Sorting Tree tree
Main_Category: Sorters
Remaining_Categories: Toys, Constructors,"
3815,"Name: Scooter Y-Scoo RT TRIO 120
Main_Category: Scooters
Remaining_Categories: Children's transport,"
3816,"Name: Airplane Jumbo New
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3817,"Name: Garageband synthesizer
Main_Category: Musical instruments
Remaining_Categories: Toys,"
3818,"Name: Serpentine descent ELC
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3819,"Name: Elephant learns to walk
Main_Category: Learning to crawl/walk
Remaining_Categories: Toys,"
3820,"Name: Snowmobile Bars Dream Team
Main_Category: Sleds and snow scooters
Remaining_Categories: Children's transport,"
3821,"Name: Sorting Vehicles Vehicles
Main_Category: Sorters
Remaining_Categories: Toys, Constructors,"
3822,"Name: Trapezoidal mesh for DSK “Early Start”
Main_Category: Sports complexes
Remaining_Categories: Exercise machines and gaming complexes,"
3823,"Name: Serpentine ""Amusement Park"", Fisher Price
Main_Category: Cars, steering wheels and garages
Remaining_Categories: Toys,"
3824,"Name: Folding mat 3-in-1 “Car”
Main_Category: Educational mats
Remaining_Categories: Room and sleep, Toys,"
3825,"Name: Folding crib Snuggle Nest Surround XL
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3826,"Name: Wooden climbing wall for DSK ""Early Start""
Main_Category: Sports complexes
Remaining_Categories: Exercise machines and gaming complexes,"
3827,"Name: Folding bassinet Chicco Lullago
Main_Category: Playpens and cribs
Remaining_Categories: Room and sleep,"
3828,"Name: Manduca Bellybutton Sling Backpack
Main_Category: Kangaroo bags, ergo-backpacks and slings
Remaining_Categories: Walks and travel,"
