id,name,brand,main_category,categories,price_per_period3days,price_per_period_week,price_per_period_month,partner_id,description,weight,size,slug,age_zero_six_month,age_six_twelve_month,age_one_two_years,age_two_three_years,age_three_four_years,age_four_five_years,age_six_plus_years,param_child_weight,param_group,param_material,param_safety_standards,param_mount_type,param_seat_type,param_installation,param_child_fixation,param_additional_functions,param_configuration,param_features,param_speed_count,param_max_load,param_operating_principle,param_rocking_modes,param_seat_belts,param_max_child_weight,param_backrest_sleeping_positions,param_stroller_type,param_accessories,param_price_range,param_wheel_type,param_wheel_count,param_type,param_foreign_languages,param_melodies_and_sounds,param_volume_levels,param_elements_count,param_toy_type,param_functions,param_arc_count,param_child_unit_power,param_child_unit_functions,param_parent_unit_functions,param_roleplay_toy_type,param_discreteness,param_shape,param_param_weight,param_bike_seat_mount,param_kind,param_mount,param_melodies,param_melody_count,param_hanging_toy_count,param_chair_type,param_child_positions,param_carrying_method,param_table_type,param_mobility,param_adjustment,param_water_tank_volume,param_other,param_screen_diagonal,param_parent_unit_power
3568,"Каталка Cute Rider ""Панда""",Viking Toys,Толокары и Каталки,"[""Детский транспорт"",""Толокары и Каталки""]",500.0,700.0,900.0,1,"<p><span style=""font-size: 14px;"">Уникальный пушкар со свободновращающимися прорезиненными колесиками. Ребенок отталкивается ножками и едет в любую из 4х сторон или разворачивается на месте. Под удобным сидением - место для хранения игрушек. Развивает координацию и воображение ребенка. Нагрузка до 40кг.</span></p>",3 кг,50х35х25 см,katalka-cute-rider-panda,false,false,false,false,false,false,false,[],[],"[""Пластик""]",[],[],[],[],[],[],[],"[""Поворотный механизм""]",[],"[""50 кг""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3569,Коляска-автокресло Chicco Keyfit Caddy,Chicсo,Автокресла,"[""Автокресла"",""Прогулки и путешествия""]",1400.0,2300.0,3700.0,1,"<p>Наш комплект для путешествий Chicco Keyfit состоит из трёх качественных элементов, с помощью которых вы сможете облегчить ваше путешествие с младенцем.</p>

<p>Во-первых, это лёгкое алюминиевое шасси, специально разработанное для автолюлек Keyfit, которое может быть просто и быстро разложено одной рукой. Оно имеет огромную корзину для вещей, регулируемую по высоте ручку с подстаканниками и модулем для мелочей. Во-вторых &ndash; комфортное и безопасное автокресло для младшей категории пассажиров &ndash; Chicco Keyfit30. Ну и в-третьих, надёжная и удобная база с креплением ISOFIX, которая существенно упростит крепление автолюльки в любой поездке.</p>

<p>Обратите внимание, что шасси Keyfit Caddy отдельно <u>не предлагается</u>.</p>

<div>&nbsp;</div>

<p><b>ОСНОВНОЕ:</b></p>

<ul>
	<li style=""color: #fd9905;""><span style=""color: #000000;"">Люлька устанавливается лицом против движения автомобиля</span></li>
	<li style=""color: #fd9905;""><span style=""color: #000000;"">База фиксируется в автомобиле системой ISOFIX или штатным ремнём</span></li>
	<li style=""color: #fd9905;""><span style=""color: #000000;"">Люлька легко и быстро устанавливается на базу</span></li>
	<li style=""color: #fd9905;""><span style=""color: #000000;"">Шасси легко складывается и занимает мало места</span></li>
</ul>

<p>&nbsp;</p>

<p>&nbsp;</p>
","5,5 кг (шасси)",50x85x28 см (шасси в сложенном виде),kolyaska-avtokreslo-chicco-keyfit-caddy,false,false,false,false,false,false,false,[],"[""Группа 0 (0-13 кг)""]","[""полиэстер""]","[""Стандарт ECE R44/03""]","[""isofix""]",[],"[""против направления движения""]","[""трёхточечные ремни""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3570,Конструктор магнитный для малышей Grippies 20 дет.,Guidecraft,Конструкторы,"[""Игрушки"",""Конструкторы""]",600.0,900.0,1600.0,1,"<p><span style=""font-size: 14px;"">Магнитный конструктор для малышей от 18 месяцев. Очень приятные на ощупь, тактильные магнитные стержни и шары, обеспечивают безопасную и интересную игру для самых маленьких. Магнитный конструктор обучающий принципам STEM (наука-технология-инженерия-математика) для самых маленьких, сочетает в себе тактильные исследования, введение в основы инженерии и геометрии, принципы магнетизма. Уникальная концепция конструктора и безопасная конфигурация его элементов, обеспечивает положительный первый опыт игры в конструктор. Для малыша важен первый опыт и отсутствие разочарования(к примеру из-за сложных элементов или хрупких конструкций) для дальнейшего положительного отношения к обучению.  Шарики, диаметром 4,5см, и стержни в удобном ведре для хранения с завинчивающейся крышкой. Способствует социально-эмоциональному развитию малышей при помощи пространственных игр.</span></p>",,,konstruktor-magnitnyy-dlya-malyshey-grippies-20-det,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3571,Кольца деревянные гимнастические KIDWOOD,Kidwood,Спорткомплексы,"[""Тренажеры и игровые комплексы"",""Спорткомплексы""]",200.0,200.0,400.0,1,"<p><span style=""font-size: 14px;"">Деревянные гимнастические кольца - аксессуар для спорткомплексов любых модификаций.<br />
Используется с раннего возраста для укрепления разных групп мышц. Диаметр колец 16,5 см подходит для маленькой детской ручки. На кольцах можно висеть, хватаясь руками или ногами. Кроме того, кольца можно использовать как дополнительную опору во время лазания по спортуголку.<br />
Гимнастические кольца &ndash; первый спортивный аксессуар для ребенка. В раннем возрасте (уже с 3 месяцев) можно выкладывать ребенка под спортуголок на маты и подвешивать кольца на расстоянии вытянутой руки ребенка. Аккуратно вкладывайте кольца в ладошку малыша. Постепенно ребенок начнет либо тянуть кольца на себя, либо подтягиваться к ним. Повесьте на одно кольцо бубенчик: малыш заинтересуется звуком и будет хвататься за кольца.<br />
Как только ребенок начинает вставать на ноги, держась за опору, побуждайте его использовать в качестве опоры висящие гимнастические кольца. Высоту регулируйте, исходя из роста вашего ребенка. Можно подвешивать кольца на разной высоте, чтобы малыш тянулся к ним.<br />
Держась за кольца, ребенок начинает раскачиваться. Подскажите ему, что можно поднимать ножки и висеть. Детям старше 1 года, умеющим ходить, можно пробовать раскачиваться на кольцах с поднятыми ногами.<br />
В дальнейшем вам необходимо будет не забывать перевешивать кольца на разные перекладины в различных положениях спортивного уголка. У детей богатая фантазия, они быстро находят новые способы использования деревянных гимнастических колец.</span></p>
<p><span style=""font-size: 14px;"">Очень важно: на всех занятих будьте рядом с ребенком и подстрахуйте его при необходимости.<br />
</span></p>",,,koltsa-derevyannye-gimnasticheskie-kidwood,false,false,false,false,false,false,false,[],[],"[""Дерево""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Аксессуары к спорткомплексу""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3572,Кроватка Chicco Next2Me,Chicсo,Манежи и кроватки,"[""Манежи и кроватки"",""Комната и сон""]",1100.0,1800.0,2600.0,1,"<p style=""""><span style=""font-size: 14px;"">Next2me &ndash; это новая компактная кроватка, которая специально создана для того, чтоб вы были ближе к вашему новорожденному ребёнку во время сна. Она надёжно крепится к кровати родителей, что обеспечивает безопасный и комфортный сон ребёнка и значительно облегчает кормление в ночные часы. Имеется 6 положений регулировки по высоте (от 35 см до 52 см), наклонное основание (3 положения), окошко из сетки для циркуляции воздуха и возможности всегда контролировать ребёнка. Основа кроватки изготовлена из алюминия, что обеспечивает ее легкость. Также благодаря 2-ум колесикам с тормозами кроватку легко перемещать. Ткань можно легко снять и постирать. В комплекте мягкий матрас и сумка для переноски кроватки.</span></p>
<p><span style=""font-size: 14px;""><strong>Особенности:</strong></span></p>
<ul>
    <li><span style=""font-size: 14px;"">Возможна регулировка высоты и наклона кроватки</span></li>
    <li><span style=""font-size: 14px;"">Кроватка пристёгивается к кровати родителей специальными ремнями</span></li>
    <li><span style=""font-size: 14px;"">Имеется опускаемый бортик и окошко из сетки</span></li>
    <li><span style=""font-size: 14px;"">Можно легко собирать и переносить в сумке</span></li>
</ul>
<p><span style=""font-size: 14px;""><strong>Комплектация:</strong></span></p>
<ul>
    <li><span style=""font-size: 14px;"">Кроватка</span></li>
    <li><span style=""font-size: 14px;"">Мягкий матрасик</span></li>
    <li><span style=""font-size: 14px;"">Сумка для переноски</span></li>
</ul>
<p>&nbsp;<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/CY3kcR3H7Mk"" width=""560""></iframe></p>
<p><iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/AlzvB6D-b6A"" width=""560""></iframe></p>",,85х55 см (спальное место),krovatka-chicco-next2me,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],"[""Регулировка высоты спального места""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Кроватка""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Прямоугольник""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3573,Конструктор магнитный для малышей Reflections 29 дет.,Guidecraft,Конструкторы,"[""Игрушки"",""Конструкторы""]",800.0,1200.0,2000.0,1,"<p><span style=""font-size: 14px;"">Магнитный конструктор. Набор Better Builders&reg; Reflections для изучения малышами принципов проекции и симметрии, способствует развитию навыков по стандартам STEM(наука-технологии-инжиниринг-математика), панели с зеркалами стимулируют сенсорные навыки. Идеально для обучения по методике Монтессори. Совместим со всей серией Better Builders&reg;.</span></p>",,,konstruktor-magnitnyy-dlya-malyshey-reflections-29-det,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3574,Конструктор магнитный для малышей Links 16 дет.,Guidecraft,Конструкторы,"[""Игрушки"",""Конструкторы""]",600.0,900.0,1600.0,1,"<p><span style=""font-size: 14px;"">Магнитный конструктор. Набор состоит из легко устанавливаемых друг на друга горизонтальных блоков и стоек двух размеров. Конструкции из блоков подвижны и могут вращаться в месте соединения. Магнитный конструктор обучающий принципам STEM (наука-технология-инженерия-математика) для самых маленьких, сочетает в себе тактильные исследования, введение в основы инженерии и геометрии, принципы магнетизма. Уникальная концепция конструктора и безопасная конфигурация его элементов, обеспечивает положительный первый опыт игры в конструктор. Для малыша важен первый опыт и отсутствие разочарования(к примеру из-за сложных элементов или хрупких конструкций) для дальнейшего положительного отношения к обучению. Исследуй рисунок, цвет и текстуру, строй различные сооружения. Цилиндры с шариками и горизонтальные  детали в удобном ведре для хранения с завинчивающейся крышкой. Способствует социально-эмоциональному развитию малышей при помощи пространственных игр.</span></p>",,,konstruktor-magnitnyy-dlya-malyshey-links-16-det,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3575,Кухня Mini-Tefal Cheftronic,Smoby,Сюжетно-ролевые игрушки,"[""Игрушки"",""Сюжетно-ролевые игрушки""]",500.0,700.0,900.0,1,"<p><span style=""font-size: 14px;""><span class=""s1"" style=""font-family: arial, helvetica, sans-serif; margin: 0px; padding: 0px;"">Электронная кухня от Smoby</span><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp;- это весьма компактный детский игрушечный набор с интересным дизайном и множеством полезных электронных функций. Кухня снабжена множеством элементов, среди них мойка с краном, варочная панель, которая имитирует звуки приготовления еды, духовой шкаф, а так же кофеварка с вполне реалистичными звуками.</span></span></p>
<p class=""p1"" style=""margin: 0px; padding: 0px; font-family: arial, helvetica, sans-serif; font-size: 12px;""><span style=""font-size: 14px;"">Всё это и многое другое обязательно обрадует вашего ребёнка. В кухне имеются полки для продуктов, а так же сами продукты. Ваш малыш сможет почувствовать себя настоящим поваром.&nbsp;</span></p>",,,kukhnya-mini-tefal-cheftronic,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3576,Коляска для двойни Maclaren Twin Triumph,Maclaren,Коляски,"[""Коляски"",""Прогулки и путешествия""]",1800.0,3000.0,4500.0,1,"<ul>
	<li><span style=""font-size: 14px;"">Отличная коляска-трость для путешествий для двоих детей </span></li>
	<li><span style=""font-size: 14px;"">Мультипозиционная спинка: до 150 градусов </span></li>
	<li><span style=""font-size: 14px;"">Складывается за 5 секунд в трость </span></li>
	<li><span style=""font-size: 14px;"">Вес: 9,8 кг </span></li>
</ul>

<p><strong><span style=""font-size: 14px;"">Особенности модели Twin Triumph:</span></strong><span style=""font-size: 14px;""> </span></p>

<p><span style=""font-size: 14px;"">- Для детей с 6 месяцев<br />
- Очень легкая коляска для двойни &mdash; 9,8 кг<br />
- Рама легко складывается, спинку можно переставлять до бесконечности<br />
- Ширина шасси: 78 см<br />
- 5-точечный ремень безопасности<br />
- В комплекте с петлей на руку, козырьком от солнца, дождевиком и корзиной для покупок<br />
- Пожизненная гарантия Sovereign (распространяется на раму без пластиковых соединений) </span></p>

<p><span style=""font-size: 14px;""><strong>Особенности модели:</strong> </span></p>

<p><span style=""font-size: 14px;"">- Увеличен угол наклона спинки в положении &quot;сидя&quot;<br />
- Усовершенствованный механизм регулирования<br />
- Новый механизм торможения; тормоза взяты у модели Techno XT<br />
- Тент с функцией Stay Back, благодаря которой при складывании коляски он не падает на колеса и не пачкается<br />
- Увеличенная сумка для покупок теперь вмещает намного больше (2х13 литров)<br />
- Удлиненные шаговые ремни<br />
- Концы всех пластиковых деталей ремня закруглены (комфортней для ребенка)<br />
- Новый дизайн упаковки<br />
- Новое запатентованное изобретение: теперь сложить или разложить коляску можно всего за три шага вместо прежних четырех </span></p>

<p><span style=""font-size: 14px;""><strong>Характеристики:</strong> </span></p>

<p><span style=""font-size: 14px;"">- Больше положений &quot;сидя&quot; с углом наклона до 150&deg; благодаря ремню, который можно регулировать<br />
- Регулируемый по высоте 5-точечный ремень безопасности<br />
- Диаметр колеса: 12,7 см<br />
- Съемный моющийся чехол на сиденье со светоотражающими элементами<br />
- Усовершенствованные эргономичные ручки из вспененной резины<br />
- Компактный механизм складывания<br />
- Рама складывается за 5 секунд одной рукой<br />
- Водонепроницаемый тент с функцией Stay Back и светоотражающими элементами<br />
- Козырек от солнца: необычайно большого размера &mdash; для дополнительной защиты<br />
- Козырек от солнца легко крепится и снимается<br />
- В комплекте с дождевиком и корзиной для покупок<br />
- Поворотные передние колеса с блокировкой<br />
- Рама из высокопрочного алюминия<br />
- Ремешок на запястье<br />
- Встроенный сетчатый барьер безопасности + мягкая защитная вставка для головы </span></p>

<p>&nbsp;</p>
","9,8 кг",73x78x104 см,kolyaska-dlya-dvoyni-maclaren-twin-triumph,false,false,false,false,false,false,false,[],[],[],[],[],[],[],"[""пятиточечные ремни""]",[],[],[],[],[],[],[],[],"[""15 кг""]","[""есть""]","[""для двойни""]","[""нет аксессуаров""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3577,Конструктор IO Blocks ® 59 деталей,Guidecraft,Конструкторы,"[""Игрушки"",""Конструкторы""]",300.0,500.0,800.0,1,"<p><span style=""font-size: 14px;"">Создавай безграничный мир из людей, животных, архитектуры, роботов, транспортных средств и многое другое с помощью конструктора IO Blocks &reg;! Каждый набор включает в себя 12 уникальных пластиковых форм шести разных цветов. Детали конструктора крепятся между собой с помощью уникальных регулируемых соединений. Детали выполнены из высококачественного пластика со специальным матовым покрытием. Конструктор соответствует принципам обучения STEM(наука-технологии-инжиниринг-математика), предоставляя безграничную свободу фантазии как детям так и их родителям. Приложение с дополненной реальностью для вашего телефона и планшета подскажет идеи. Трекер внутри коробки.  Доступно в Google Play и App Store. Нужно скачать приложение, навести на трекер. На экране появятся варианты конструкций и 3D инструкции по сборке.</span></p>",,,konstruktor-io-blocks-r-59-detaley,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3578,Кресло-шезлонг BabyBjorn Balance Soft Air,BabyBjorn,Шезлонги и люльки,"[""Комната и сон"",""Шезлонги и люльки""]",1100.0,1800.0,2700.0,1,"<p><span style=""font-size: 14px;"">Кресло-шезлонг Balance Soft Air &ndash; это современная модель классической серии. Мягкая ткань, округлые формы и хорошая поддержка делают кресло- шезлонг уютным местом для ребёнка с самого рождения.</span></p>
<p><span style=""font-size: 14px;"">Естественное покачивание кресла-шезлонга хорошо успокаивает ребёнка. В первые месяцы малыша можно укачивать, осторожно толкая кресло-шезлонг рукой. Кто знает, может быть именно это удовольствие вызовет первую улыбку на лице вашего ребёнка.</span></p>
<p><span style=""font-size: 14px;"">Кресло-шезлонг Balance Soft Air имеет четыре положения. Рекомендуется усаживать новорожденных детей, когда кресло-шезлонг в нижнем положении. Среднее и высокое положение используются в том случае, если ребёнок, сидя в одном из этих положений, может без труда удерживать голову и спину. Превышение рекомендуемого максимального веса для этого положения не является опасным, однако функция покачивания будет затруднена.</span></p>
<p><span style=""font-size: 14px;"">Поддерживающие трусики зафиксированы в нижней части для того, чтобы они не потерялись у Вас в квартире, а постоянно были бы вместе с шезлонгом, когда ребенок подрастет и сможет пользоваться шезлонгом без поддержки. </span></p>
<p><span style=""font-size: 14px;"">Когда Вы используете его в качестве шезлонга, то максимальный вес ребёнка не должен превышать 9 кг. Для каждого положения рекомендуется соблюдать максимальный вес ребёнка:<br />
Верхнее положение &laquo;Игра&raquo; &ndash; до 9 кг.<br />
Среднее положение &laquo;Отдых&raquo; &ndash; до 9 кг.<br />
Нижнее положение &laquo;Сон&raquo; &ndash; до 7 кг.</span></p>
<p><span style=""font-size: 14px;"">Когда Вы используете его в качестве кресла, когда ребенок самостоятельно встает и садится, для каждого положения рекомендуется соблюдать максимальный вес ребёнка:<br />
Верхнее положение &laquo;Игра&raquo; &ndash; до 13 кг.<br />
Среднее положение &laquo;Отдых&raquo; &ndash; до 10 кг.<br />
Нижнее положение &laquo;Сон&raquo; &ndash; до 7 кг.</span></p>
<p><span style=""font-size: 14px;"">При транспортировке изделием пользоваться нельзя.</span></p>
<p><span style=""font-size: 14px;"">Материал<br />
Ткань: 100% полиэстер.<br />
Ткани, находящиеся в непосредственной близости к ребенку, протестированы и одобрены в соответствии со стандартом Oeko-Tex 100, класс 1 (5) изделий для грудных детей. Они гарантированно безопасны для чувствительной кожи малыша и не вызывают аллергию.</span></p>","2,1 кг",58x89x39 см,kreslo-shezlong-babybjorn-balance-soft-air,false,false,false,false,false,false,false,[],[],"[""Текстиль""]",[],[],[],[],[],[],[],"[""Регулировка наклона"",""Трансформер""]",[],"[""13 кг""]","[""Механический""]",[],[],[],[],[],[],[],[],[],"[""Шезлонг для новорожденных""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3579,Кухня электронная Smoby Tefal Studio Bubble,Smoby,Сюжетно-ролевые игрушки,"[""Игрушки"",""Сюжетно-ролевые игрушки""]",700.0,1000.0,1600.0,1,"<p>&nbsp;<strong style=""color: rgb(34, 34, 34); font-family: Play, Tahoma, Geneva, sans-serif, Arial, Helvetica; font-size: 14px;"">Электронная кухня Smoby Tefal Studio Bubble </strong><span style=""color: rgb(34, 34, 34); font-family: Play, Tahoma, Geneva, sans-serif, Arial, Helvetica; font-size: 14px;"">с легкостью увлечёт вашего юного повара игрой на кулинарные темы. Трёхсторонняя конструкция позволит сразу нескольким малышам творить кулинарные шедевры. Кухня состоит из рабочей поверхности, плиты с двумя конфорками, раковины с мойкой, холодильника и шкафчиков для посуды. Также кухня оснащена звуковыми эффектами кипения и шипения. На такой мини-площадке юные повара освоят необходимые навыки готовки и самообслуживания, не подвергаясь опасности удариться или обжечься. Стильный дизайн модулей дополняется оригинальной цветовой гаммой.</span></p>
<p><strong style=""color: rgb(34, 34, 34); font-family: Play, Tahoma, Geneva, sans-serif, Arial, Helvetica; font-size: 14px;"">Характеристики:</strong></p>
<ul style=""color: rgb(34, 34, 34); font-family: Play, Tahoma, Geneva, sans-serif, Arial, Helvetica; font-size: 14px; text-align: justify;"">
    <li>в комплект входит множество различных аксессуаров - кастрюли, сковороды и др.;</li>
    <li>использован экологичный пластик, прошедший сертификацию;</li>
    <li>рекомендуется к использованию детьми старше 3 лет.</li>
</ul>",,,kukhnya-elektronnaya-smoby-tefal-studio-bubble,false,false,false,false,false,false,false,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3580,Коляска-трость Chicco Lite Way Top,Chicсo,Коляски,"[""Коляски"",""Прогулки и путешествия""]",900.0,1400.0,2000.0,1,"<p><span style=""font-size: 14px;""><span style=""font-family: Arial;""><span style=""color: rgb(0, 0, 0);"">Удобная и практичная коляска-трость от Chiccо в привлекательном дизайне - идеальный вариант для прогулок и самых активных родителей. Коляска имеет прочную металлическую раму, сдвоенные задние колеса увеличенного диаметра обеспечивающие жесткое сцепление с дорожным покрытием даже в условиях бездорожья. Вращающиеся передние колеса придают модели маневренность. Глубокий солнцезащитный козырек и регулируемая спинка позволят малышу полноценно отдохнуть на прогулке. Пятиточечные страховочные ремни и съемный бампер обеспечат безопасность юным непоседам. Коляска легко и быстро складывается, словно зонтик, в сложенном виде занимает мало места, очень легкая для своего сегмента.</span></span></span></p>
<ul>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Материал: алюминий, пластик, текстиль.</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Комплектация: коляска, теплая накидка на ножки, дождевик, капюшон.</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Передние колеса: одинарные, поворотные (с возможностью блокировки).</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Регулируемая спинка (5 положений, до горизонтального).</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Регулируемая подножка.</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Пятиточечные ремни безопасности.&nbsp;</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Бампер перед ребенком.&nbsp;</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Рукоятки с мягким нескользким захватом.</span></span></li>
    <li><span style=""font-size: 14px;""><span style=""color: rgb(0, 0, 0);"">Вместительная корзина для покупок.&nbsp;</span></span></li>
</ul>",7 кг,110x30x50 см,kolyaska-trost-chicco-lite-way-top,false,false,false,false,false,false,false,[],[],[],[],[],[],[],"[""пятиточечные ремни""]",[],[],[],[],[],[],[],[],"[""15 кг""]","[""есть""]","[""трость""]","[""утеплитель для ног""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3581,Кресло-шезлонг BabyBjorn Bliss Cotton,BabyBjorn,Шезлонги и люльки,"[""Комната и сон"",""Шезлонги и люльки""]",1100.0,1800.0,2700.0,1,"<p><span style=""font-size: 14px;"">Кресло-шезлонг BABYBJORN Bliss Cotton- это не просто удобнейший шезлонг и настоящее уютное гнездышко, но и стильный предмет детской!</span></p>

<p><span style=""font-size: 14px;"">Чехол выполнен из стеганного натурального хлопка, который обладает прочностью, эластичностью и легкостью. Покачивание помогает развивать моторику и учит удерживать равновесие. Используя кресло-шезлонг BABYBJÖRN, вы можете быть уверены в правильной поддержке спины и головы ребёнка. Интегрированное тканевое сиденье принимает форму тела, равномерно распределяя вес, что обеспечивает хорошую поддержку, которая особенно важна для маленьких детей, чьи мышцы ещё полностью не сформировались.</span></p>

<p><span style=""font-size: 14px;"">У маленького ребёнка игра может быстро смениться сном. В этом случае положение кресла-шезлонга можно регулировать, учитывая биоритмы крохи: просто опустите спинку из верхнего положения, в котором ребёнок играл, в нижнее, предназначенное для сна. Также шезлонг можно сложить полностью для удобной транспортировки и хранения.</span></p>

<ul>
	<li><span style=""font-size: 14px;"">эргономичный шезлонг, который вы будете использовать в течение долгого времени - легко трансформируется в кресло-качалку</span></li>
	<li><span style=""font-size: 14px;"">обеспечивает анатомическую опору шее и спине малыша</span></li>
	<li><span style=""font-size: 14px;"">естественное покачивание успокаивает малыша</span></li>
	<li><span style=""font-size: 14px;"">работает без батареек</span></li>
	<li><span style=""font-size: 14px;"">ткань: 100% хлопок</span></li>
	<li><span style=""font-size: 14px;"">материал износостойкий, отличается мягкостью и прекрасно &quot;дышит&quot;</span></li>
	<li><span style=""font-size: 14px;"">подходит для детей с самого рождения и до 2-х лет</span></li>
	<li><span style=""font-size: 14px;"">съемный чехол можно стирать в стиральной машине при температуре 40&deg;C</span></li>
	<li><span style=""font-size: 14px;"">ткани, находящиеся в непосредственной близости к ребенку, протестированы и одобрены в соответствии со стандартом Oeko-Tex 100, класс 1 (5) изделий для грудных детей. Они гарантированно безопасны для чувствительной кожи малыша и не вызывают аллергию</span></li>
	<li><span style=""font-size: 14px;"">максимально высокое положение (вдш): 58x89x39 см</span></li>
	<li><span style=""font-size: 14px;"">размеры в сложенном состоянии (вдш): 11x89x39 см</span></li>
</ul>

<p><span style=""font-size: 14px;"">Обратите внимание: при использовании Balance Soft в качестве шезлонга, максимальный вес ребёнка не должен превышать 9 кг. Для каждого положения рекомендуется соблюдать максимальный вес ребёнка:</span></p>

<p><span style=""font-size: 14px;"">- верхнее положение &laquo;игра&raquo; &ndash; до 9 кг<br />
- среднее положение &laquo;отдых&raquo; &ndash; до 9 кг<br />
- нижнее положение &laquo;сон&raquo; &ndash; до 7 кг </span></p>

<p><span style=""font-size: 14px;"">Если Вы используете его в качестве кресла, когда ребенок самостоятельно встает и садится, для каждого положения также рекомендуется соблюдать максимальный вес ребёнка</span></p>

<p><span style=""font-size: 14px;"">- верхнее положение &laquo;игра&raquo; &ndash; до 13 кг<br />
- среднее положение &laquo;отдых&raquo; &ndash; до 10 кг<br />
- нижнее положение &laquo;сон&raquo; &ndash; до 7 кг&nbsp;</span></p>
",2.1 кг,58x89x39 см,kreslo-shezlong-babybjorn-bliss-cotton,false,false,false,false,false,false,false,[],[],"[""Текстиль"",""пластик""]",[],[],[],[],[],[],[],"[""Регулировка наклона"",""Съемный чехол"",""Трансформер""]",[],"[""13 кг""]","[""Механический""]",[],[],[],[],[],[],[],[],[],"[""Шезлонг для новорожденных""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
